Entry Number,File Name,SMILES,Ered,HOMO,Gsol,Absorption Wavelength
446,BTZ-Neutral-wb97xd-1446,COc1c(C)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1OC(F)(F)F,1.98065723,-8.9607972,-0.54675774,309.99
447,BTZ-Neutral-wb97xd-1447,COc1c(C)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1SC,1.85796734,-8.2639491,-0.5458326,349.04
448,BTZ-Neutral-wb97xd-1448,COc1c(C)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1SC(F)(F)F,2.10195941,-9.0195708,-0.56915157,310.69
449,BTZ-Neutral-wb97xd-1494,CC(=O)N(c1c(C)c(N(C)C)c(N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,1.78939814,-7.8136236,-0.60849723,381.57
450,BTZ-Neutral-wb97xd-1495,CC(=O)N(c1c(C)c(N(C)C)c([N+](=O)[O-])c2nsnc12)C(F)(F)C(F)(F)F,2.35125743,-8.0835468,-0.77855973,419.82
451,BTZ-Neutral-wb97xd-1496,CC(=O)N(c1c(C)c(N(C)C)c(S(=O)(=O)N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,1.96063067,-7.9156611,-0.90484134,383.67
452,BTZ-Neutral-wb97xd-1497,CC(=O)N(c1c(C(F)(F)F)c(C)c(C)c2nsnc12)C(F)(F)C(F)(F)F,2.11730585,-8.7994419,-0.43043499,329.9
453,BTZ-Neutral-wb97xd-1498,CC(=O)N(c1c(C(F)(F)F)c(C)c(C(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.52306137,-9.4538424,-0.51824166,307.38
454,BTZ-Neutral-wb97xd-1499,CC(=O)N(c1c(C(F)(F)F)c(C)c(C#N)c2nsnc12)C(F)(F)C(F)(F)F,2.69494694,-9.4160205,-0.61747653,316.21
455,BTZ-Neutral-wb97xd-1500,COc1c(C)c(C(F)(F)F)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,2.21841821,-8.3436744,-0.48790251,368.3
456,BTZ-Neutral-wb97xd-1501,CC(=O)N(c1c(C(F)(F)F)c(C)c(OC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.31441509,-9.2726238,-0.38624595,309.12
457,BTZ-Neutral-wb97xd-1502,CSc1c(C)c(C(F)(F)F)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,2.24247185,-8.4353721,-0.45998505,365
458,BTZ-Neutral-wb97xd-1503,CC(=O)N(c1c(C(F)(F)F)c(C)c(SC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.43351326,-9.4198299,-0.40102098,306.39
459,BTZ-Neutral-wb97xd-1504,CC(=O)N(c1c(C(F)(F)F)c(C)c(Br)c2nsnc12)C(F)(F)C(F)(F)F,2.37030443,-8.9910003,-0.50569785,327.5
460,BTZ-Neutral-wb97xd-1505,CC(=O)N(c1c(C(F)(F)F)c(C)c(N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,2.14511447,-7.5826107,-0.58632108,441.83
461,BTZ-Neutral-wb97xd-1506,CC(=O)N(c1c(C(F)(F)F)c(C)c([N+](=O)[O-])c2nsnc12)C(F)(F)C(F)(F)F,2.58183497,-9.4965621,-0.5110038,327.54
462,BTZ-Neutral-wb97xd-1507,CC(=O)N(c1c(C(F)(F)F)c(C)c(S(=O)(=O)N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,2.45027462,-9.1727631,-0.73545909,308.25
463,BTZ-Neutral-wb97xd-1508,CC(=O)N(c1c(C(F)(F)F)c(C(F)(F)F)c(C)c2nsnc12)C(F)(F)C(F)(F)F,2.4760697,-9.3890826,-0.52063614,306.74
464,BTZ-Neutral-wb97xd-1509,CC(=O)N(c1c(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.83374515,-9.9607647,-0.39062676,294.92
465,BTZ-Neutral-wb97xd-1510,CC(=O)N(c1c(C(F)(F)F)c(C(F)(F)F)c(C#N)c2nsnc12)C(F)(F)C(F)(F)F,3.03708548,-9.833694,-0.59823906,308.44
466,BTZ-Neutral-wb97xd-1511,COc1c(C(F)(F)F)c(C(F)(F)F)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,2.35805993,-8.9039283,-0.44964525,333.25
467,BTZ-Neutral-wb97xd-1512,CC(=O)N(c1c(C(F)(F)F)c(C(F)(F)F)c(OC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.74133999,-9.6935625,-0.4658352,301.36
468,BTZ-Neutral-wb97xd-1513,CSc1c(C(F)(F)F)c(C(F)(F)F)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,2.51141549,-8.7891021,-0.44967246,373.51
469,BTZ-Neutral-wb97xd-1514,CC(=O)N(c1c(C(F)(F)F)c(C(F)(F)F)c(SC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.87926748,-9.6911136,-0.48888207,315.59
470,BTZ-Neutral-wb97xd-1515,CC(=O)N(c1c(C(F)(F)F)c(C(F)(F)F)c(Br)c2nsnc12)C(F)(F)C(F)(F)F,2.64771038,-9.4957458,-0.39337497,311.93
471,BTZ-Neutral-wb97xd-1516,CC(=O)N(c1c(C(F)(F)F)c(C(F)(F)F)c(N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,2.57715485,-8.4399978,-0.56384562,429.83
472,BTZ-Neutral-wb97xd-1517,CC(=O)N(c1c(C(F)(F)F)c(C(F)(F)F)c([N+](=O)[O-])c2nsnc12)C(F)(F)C(F)(F)F,3.02130368,-9.8783184,-0.57900159,310.63
473,BTZ-Neutral-wb97xd-1518,CC(=O)N(c1c(C(F)(F)F)c(C(F)(F)F)c(S(=O)(=O)N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,2.72887781,-9.191538,-0.75227487,320.67
474,BTZ-Neutral-wb97xd-1519,CC(=O)N(c1c(C(F)(F)F)c(C#N)c(C)c2nsnc12)C(F)(F)C(F)(F)F,2.48303546,-9.379287,-0.50343942,307.52
475,BTZ-Neutral-wb97xd-1520,CC(=O)N(c1c(C(F)(F)F)c(C#N)c(C(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.95485686,-9.9705603,-0.47729061,298.42
476,BTZ-Neutral-wb97xd-1521,CC(=O)N(c1c(C(F)(F)F)c(C#N)c(C#N)c2nsnc12)C(F)(F)C(F)(F)F,3.08951915,-9.8497479,-0.65380188,315.14
477,BTZ-Neutral-wb97xd-1522,COc1c(C#N)c(C(F)(F)F)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,2.38426316,-8.786109,-0.57407658,340.37
478,BTZ-Neutral-wb97xd-1523,CC(=O)N(c1c(C(F)(F)F)c(C#N)c(OC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.73818363,-9.6973719,-0.44700588,303.32
479,BTZ-Neutral-wb97xd-1524,CSc1c(C#N)c(C(F)(F)F)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,2.63739779,-8.6389029,-0.53078547,378.25
480,BTZ-Neutral-wb97xd-1525,CC(=O)N(c1c(C(F)(F)F)c(C#N)c(SC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.87521319,-9.9022632,-0.44594469,307.48
481,BTZ-Neutral-wb97xd-1526,CC(=O)N(c1c(C(F)(F)F)c(C#N)c(Br)c2nsnc12)C(F)(F)C(F)(F)F,2.78588276,-9.5273094,-0.57600849,315.26
482,BTZ-Neutral-wb97xd-1527,CC(=O)N(c1c(C(F)(F)F)c(C#N)c(N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,2.29825235,-8.0236848,-0.63587049,395.19
483,BTZ-Neutral-wb97xd-1528,CC(=O)N(c1c(C(F)(F)F)c(C#N)c([N+](=O)[O-])c2nsnc12)C(F)(F)C(F)(F)F,3.16987028,-9.9893352,-0.53954709,323.61
484,BTZ-Neutral-wb97xd-1529,CC(=O)N(c1c(C(F)(F)F)c(C#N)c(S(=O)(=O)N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,2.9253068,-9.4494888,-0.93757497,316.97
485,BTZ-Neutral-wb97xd-1530,COc1c(C(F)(F)F)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1C,2.11877519,-8.7795786,-0.47514102,331.33
486,BTZ-Neutral-wb97xd-1531,COc1c(C(F)(F)F)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1C(F)(F)F,2.5288571,-9.4230951,-0.52202385,310.47
487,BTZ-Neutral-wb97xd-1532,COc1c(C(F)(F)F)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1C#N,2.58779396,-8.9705928,-0.56311095,333.7
488,BTZ-Neutral-wb97xd-1533,COc1c(C(F)(F)F)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1OC,2.131319,-8.2470789,-0.47935857,373.94
489,BTZ-Neutral-wb97xd-1534,COc1c(C(F)(F)F)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1OC(F)(F)F,2.47481804,-9.0383457,-0.3953613,327.84
490,BTZ-Neutral-wb97xd-1535,COc1c(C(F)(F)F)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1SC,2.29542251,-8.2840845,-0.59649762,377.53
491,BTZ-Neutral-wb97xd-1536,COc1c(C(F)(F)F)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1SC(F)(F)F,2.51185085,-9.2201085,-0.56414493,321.63
492,BTZ-Neutral-wb97xd-1537,COc1c(C(F)(F)F)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1Br,2.41098338,-8.9461038,-0.49318125,330.36
493,BTZ-Neutral-wb97xd-1538,COc1c(C(F)(F)F)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1N(C)C,2.05679081,-7.4520027,-0.51448668,450.34
494,BTZ-Neutral-wb97xd-1449,COc1c(C)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1Br,2.00930936,-8.7458382,-0.62977545,322.51
495,BTZ-Neutral-wb97xd-1450,COc1c(C)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1N(C)C,1.75130414,-7.3447953,-0.62251038,434.73
496,BTZ-Neutral-wb97xd-1451,COc1c(C)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1[N+](=O)[O-],2.38388222,-9.1885449,-0.66669942,335.29
497,BTZ-Neutral-wb97xd-1452,COc1c(C)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1S(=O)(=O)N(C)C,2.12462534,-8.9363082,-0.86633919,308.81
498,BTZ-Neutral-wb97xd-1453,CC(=O)N(c1c(C)c(OC(F)(F)F)c(C)c2nsnc12)C(F)(F)C(F)(F)F,1.95820898,-8.9039283,-0.42491136,311.42
499,BTZ-Neutral-wb97xd-1454,CC(=O)N(c1c(C)c(OC(F)(F)F)c(C(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.34652289,-9.3528933,-0.43680213,303.15
500,BTZ-Neutral-wb97xd-1455,CC(=O)N(c1c(C)c(OC(F)(F)F)c(C#N)c2nsnc12)C(F)(F)C(F)(F)F,2.47791998,-9.3371115,-0.48414753,317.04
501,BTZ-Neutral-wb97xd-1456,COc1c(OC(F)(F)F)c(C)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,1.92218294,-8.318097,-0.4552233,350.92
502,BTZ-Neutral-wb97xd-1457,CC(=O)N(c1c(C)c(OC(F)(F)F)c(OC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.25517892,-9.30582,-0.40104819,301.64
503,BTZ-Neutral-wb97xd-1458,CSc1c(OC(F)(F)F)c(C)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,2.07638201,-8.4819012,-0.47067858,350.53
504,BTZ-Neutral-wb97xd-1459,CC(=O)N(c1c(C)c(OC(F)(F)F)c(SC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.35357028,-9.2930313,-0.3450228,306.64
505,BTZ-Neutral-wb97xd-1460,CC(=O)N(c1c(C)c(OC(F)(F)F)c(Br)c2nsnc12)C(F)(F)C(F)(F)F,2.261927,-8.9839257,-0.48920859,320.67
506,BTZ-Neutral-wb97xd-1461,CC(=O)N(c1c(C)c(OC(F)(F)F)c(N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,1.87924556,-7.6041066,-0.59312358,414.89
507,BTZ-Neutral-wb97xd-1462,CC(=O)N(c1c(C)c(OC(F)(F)F)c([N+](=O)[O-])c2nsnc12)C(F)(F)C(F)(F)F,2.79755585,-9.4307139,-0.59600784,327.26
508,BTZ-Neutral-wb97xd-1463,CC(=O)N(c1c(C)c(OC(F)(F)F)c(S(=O)(=O)N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,2.35465868,-9.0497739,-0.86424402,315.23
509,BTZ-Neutral-wb97xd-1464,CSc1c(C)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1C,1.89529946,-8.5023087,-0.585015,322.61
510,BTZ-Neutral-wb97xd-1465,CSc1c(C)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1C(F)(F)F,2.22070385,-8.7112815,-0.51097659,339.21
511,BTZ-Neutral-wb97xd-1466,CSc1c(C)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1C#N,2.34989693,-8.8250193,-0.63804729,355.3
512,BTZ-Neutral-wb97xd-1467,COc1c(SC)c(C)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,1.93113503,-8.0147055,-0.5099154,364
513,BTZ-Neutral-wb97xd-1468,CSc1c(C)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1OC(F)(F)F,2.25436262,-8.7376752,-0.54278508,322.78
514,BTZ-Neutral-wb97xd-1469,CSc1c(C)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1SC,2.11357808,-8.0631393,-0.59584458,382.12
515,BTZ-Neutral-wb97xd-1470,CSc1c(C)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1SC(F)(F)F,2.20775189,-8.527614,-0.49598388,356.05
516,BTZ-Neutral-wb97xd-1471,CSc1c(C)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1Br,2.11945544,-8.5776804,-0.6002526,332.67
517,BTZ-Neutral-wb97xd-1472,CSc1c(C)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1N(C)C,1.89742184,-7.3856103,-0.62748981,430.9
518,BTZ-Neutral-wb97xd-1473,CSc1c(C)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1[N+](=O)[O-],2.40165035,-8.9610693,-0.56520612,323.57
519,BTZ-Neutral-wb97xd-1474,CSc1c(C)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1S(=O)(=O)N(C)C,2.27354567,-8.3975502,-0.76345818,370.53
520,BTZ-Neutral-wb97xd-1475,CC(=O)N(c1c(C)c(SC(F)(F)F)c(C)c2nsnc12)C(F)(F)C(F)(F)F,2.10179615,-8.905833,-0.51818724,316.18
521,BTZ-Neutral-wb97xd-1476,CC(=O)N(c1c(C)c(SC(F)(F)F)c(C(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.54295188,-9.3553422,-0.53772402,311.04
522,BTZ-Neutral-wb97xd-1477,CC(=O)N(c1c(C)c(SC(F)(F)F)c(C#N)c2nsnc12)C(F)(F)C(F)(F)F,2.66104328,-9.4143879,-0.50330337,324.41
523,BTZ-Neutral-wb97xd-1478,COc1c(SC(F)(F)F)c(C)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,1.99377245,-8.4655752,-0.48308634,346.73
524,BTZ-Neutral-wb97xd-1479,CC(=O)N(c1c(C)c(SC(F)(F)F)c(OC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.310905,-9.1485462,-0.43919661,315.95
525,BTZ-Neutral-wb97xd-1480,CSc1c(SC(F)(F)F)c(C)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,2.183018,-8.3393208,-0.4794402,382.55
526,BTZ-Neutral-wb97xd-1481,CC(=O)N(c1c(C)c(SC(F)(F)F)c(SC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.41092896,-9.1387506,-0.43677492,331.99
527,BTZ-Neutral-wb97xd-1482,CC(=O)N(c1c(C)c(SC(F)(F)F)c(Br)c2nsnc12)C(F)(F)C(F)(F)F,2.34772013,-9.0497739,-0.56700198,323.29
528,BTZ-Neutral-wb97xd-1483,CC(=O)N(c1c(C)c(SC(F)(F)F)c(N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,2.07121211,-7.72764,-0.61769421,409.45
529,BTZ-Neutral-wb97xd-1484,CC(=O)N(c1c(C)c(SC(F)(F)F)c([N+](=O)[O-])c2nsnc12)C(F)(F)C(F)(F)F,2.69584487,-9.3885384,-0.61597998,323.09
530,BTZ-Neutral-wb97xd-1485,CC(=O)N(c1c(C)c(SC(F)(F)F)c(S(=O)(=O)N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,2.5125311,-9.0220197,-0.87112815,326.47
531,BTZ-Neutral-wb97xd-1486,CC(=O)N(c1c(C)c(N(C)C)c(C)c2nsnc12)C(F)(F)C(F)(F)F,1.78313984,-7.8016512,-0.60482388,367.66
532,BTZ-Neutral-wb97xd-1487,CC(=O)N(c1c(C)c(N(C)C)c(C(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.07602828,-8.0854515,-0.56041716,392.06
533,BTZ-Neutral-wb97xd-1488,CC(=O)N(c1c(C)c(N(C)C)c(C#N)c2nsnc12)C(F)(F)C(F)(F)F,2.21245922,-7.923552,-0.69975957,392.02
534,BTZ-Neutral-wb97xd-1489,COc1c(N(C)C)c(C)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,1.85769524,-7.768455,-0.6048783,376.71
535,BTZ-Neutral-wb97xd-1490,CC(=O)N(c1c(C)c(N(C)C)c(OC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,1.98604481,-7.8634179,-0.59655204,379.02
536,BTZ-Neutral-wb97xd-1491,CSc1c(N(C)C)c(C)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,1.9079249,-7.7455986,-0.63674121,389.79
537,BTZ-Neutral-wb97xd-1492,CC(=O)N(c1c(C)c(N(C)C)c(SC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.07379706,-7.8511734,-0.631272,393.14
538,BTZ-Neutral-wb97xd-1493,CC(=O)N(c1c(C)c(N(C)C)c(Br)c2nsnc12)C(F)(F)C(F)(F)F,1.9563587,-7.9537551,-0.53149293,376.3
539,BTZ-Neutral-wb97xd-1539,COc1c(C(F)(F)F)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1[N+](=O)[O-],2.66615876,-9.1986126,-0.53010522,346.55
540,BTZ-Neutral-wb97xd-1540,COc1c(C(F)(F)F)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1S(=O)(=O)N(C)C,2.48292662,-8.9801163,-0.67396449,327.9
541,BTZ-Neutral-wb97xd-1541,CC(=O)N(c1c(C(F)(F)F)c(OC(F)(F)F)c(C)c2nsnc12)C(F)(F)C(F)(F)F,2.38434479,-9.2522163,-0.4995756,316.1
542,BTZ-Neutral-wb97xd-1542,CC(=O)N(c1c(C(F)(F)F)c(OC(F)(F)F)c(C(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.72727242,-9.828252,-0.37571568,293.92
543,BTZ-Neutral-wb97xd-1543,CC(=O)N(c1c(C(F)(F)F)c(OC(F)(F)F)c(C#N)c2nsnc12)C(F)(F)C(F)(F)F,2.95591805,-9.7634922,-0.51796956,309.74
544,BTZ-Neutral-wb97xd-1544,COc1c(OC(F)(F)F)c(C(F)(F)F)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,2.31403415,-8.6225769,-0.5403906,353.34
545,BTZ-Neutral-wb97xd-1545,CC(=O)N(c1c(C(F)(F)F)c(OC(F)(F)F)c(OC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.58172613,-9.6154698,-0.35275044,301.78
546,BTZ-Neutral-wb97xd-1546,CSc1c(OC(F)(F)F)c(C(F)(F)F)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,2.45544452,-8.6059788,-0.42795888,360.99
547,BTZ-Neutral-wb97xd-1547,CC(=O)N(c1c(C(F)(F)F)c(OC(F)(F)F)c(SC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.81140574,-9.7370985,-0.42782283,301.3
548,BTZ-Neutral-wb97xd-1548,CC(=O)N(c1c(C(F)(F)F)c(OC(F)(F)F)c(Br)c2nsnc12)C(F)(F)C(F)(F)F,2.58074657,-9.3406488,-0.46112787,315.85
549,BTZ-Neutral-wb97xd-1549,CC(=O)N(c1c(C(F)(F)F)c(OC(F)(F)F)c(N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,2.33275463,-7.8054606,-0.52667676,421.87
550,BTZ-Neutral-wb97xd-1550,CC(=O)N(c1c(C(F)(F)F)c(OC(F)(F)F)c([N+](=O)[O-])c2nsnc12)C(F)(F)C(F)(F)F,3.01186181,-9.8562783,-0.533316,321.22
551,BTZ-Neutral-wb97xd-1551,CC(=O)N(c1c(C(F)(F)F)c(OC(F)(F)F)c(S(=O)(=O)N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,2.81306555,-9.1972521,-0.7583427,313.34
552,BTZ-Neutral-wb97xd-1552,CSc1c(C(F)(F)F)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1C,2.19213335,-8.5589055,-0.45288324,333.7
553,BTZ-Neutral-wb97xd-1553,CSc1c(C(F)(F)F)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1C(F)(F)F,2.62401047,-8.8778067,-0.5420232,348.49
554,BTZ-Neutral-wb97xd-1554,CSc1c(C(F)(F)F)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1C#N,2.83284722,-8.9790279,-0.62397972,376.56
555,BTZ-Neutral-wb97xd-1555,COc1c(SC)c(C(F)(F)F)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,2.28494666,-8.2492557,-0.57472962,368.59
556,BTZ-Neutral-wb97xd-1556,CSc1c(C(F)(F)F)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1OC(F)(F)F,2.57361755,-8.8021629,-0.49320846,344.49
557,BTZ-Neutral-wb97xd-1557,CSc1c(C(F)(F)F)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1SC,2.38649438,-8.2285761,-0.57173652,383.99
558,BTZ-Neutral-wb97xd-1558,CSc1c(C(F)(F)F)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1SC(F)(F)F,2.51786426,-8.6816226,-0.45432537,368.03
559,BTZ-Neutral-wb97xd-1559,CSc1c(C(F)(F)F)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1Br,2.400698,-8.6933229,-0.46265163,341.31
560,BTZ-Neutral-wb97xd-1560,CSc1c(C(F)(F)F)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1N(C)C,2.2268261,-7.5456051,-0.53810496,440.41
561,BTZ-Neutral-wb97xd-1561,CSc1c(C(F)(F)F)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1[N+](=O)[O-],2.62986062,-9.1188873,-0.58463406,327.48
562,BTZ-Neutral-wb97xd-1562,CSc1c(C(F)(F)F)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1S(=O)(=O)N(C)C,2.5664069,-8.5262535,-0.83115666,381.93
563,BTZ-Neutral-wb97xd-1563,CC(=O)N(c1c(C(F)(F)F)c(SC(F)(F)F)c(C)c2nsnc12)C(F)(F)C(F)(F)F,2.40758213,-9.3814638,-0.4008033,303.41
564,BTZ-Neutral-wb97xd-1564,CC(=O)N(c1c(C(F)(F)F)c(SC(F)(F)F)c(C(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.75929859,-9.8459385,-0.39364707,296.11
565,BTZ-Neutral-wb97xd-1565,CC(=O)N(c1c(C(F)(F)F)c(SC(F)(F)F)c(C#N)c2nsnc12)C(F)(F)C(F)(F)F,2.91428675,-9.8892024,-0.44178156,307.55
566,BTZ-Neutral-wb97xd-1566,COc1c(SC(F)(F)F)c(C(F)(F)F)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,2.31294575,-8.7349542,-0.43838031,344.19
567,BTZ-Neutral-wb97xd-1567,CC(=O)N(c1c(C(F)(F)F)c(SC(F)(F)F)c(OC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.65867601,-9.6777807,-0.47641989,299.8
568,BTZ-Neutral-wb97xd-1568,CSc1c(SC(F)(F)F)c(C(F)(F)F)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,2.47299497,-8.5556403,-0.4369926,377.19
569,BTZ-Neutral-wb97xd-1569,CC(=O)N(c1c(C(F)(F)F)c(SC(F)(F)F)c(SC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.69579045,-9.3828243,-0.51233709,334.34
570,BTZ-Neutral-wb97xd-1570,CC(=O)N(c1c(C(F)(F)F)c(SC(F)(F)F)c(Br)c2nsnc12)C(F)(F)C(F)(F)F,2.57530457,-9.354798,-0.40268079,315.67
571,BTZ-Neutral-wb97xd-1571,CC(=O)N(c1c(C(F)(F)F)c(SC(F)(F)F)c(N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,2.2611107,-7.9121238,-0.55413165,409.99
572,BTZ-Neutral-wb97xd-1572,CC(=O)N(c1c(C(F)(F)F)c(SC(F)(F)F)c([N+](=O)[O-])c2nsnc12)C(F)(F)C(F)(F)F,2.90645027,-9.8913792,-0.4451556,312.96
573,BTZ-Neutral-wb97xd-1573,CC(=O)N(c1c(C(F)(F)F)c(SC(F)(F)F)c(S(=O)(=O)N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,2.59274618,-9.3958851,-0.68781438,301.95
574,BTZ-Neutral-wb97xd-1574,CC(=O)N(c1c(C(F)(F)F)c(N(C)C)c(C)c2nsnc12)C(F)(F)C(F)(F)F,2.09004143,-8.0362014,-0.48482778,371.45
575,BTZ-Neutral-wb97xd-1575,CC(=O)N(c1c(C(F)(F)F)c(N(C)C)c(C(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.53010876,-8.1798702,-0.54126132,416.55
576,BTZ-Neutral-wb97xd-1576,CC(=O)N(c1c(C(F)(F)F)c(N(C)C)c(C#N)c2nsnc12)C(F)(F)C(F)(F)F,2.71755845,-8.4767313,-0.62536743,431.41
577,BTZ-Neutral-wb97xd-1577,COc1c(N(C)C)c(C(F)(F)F)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,2.24851247,-8.1991893,-0.57282492,362.3
578,BTZ-Neutral-wb97xd-1578,CC(=O)N(c1c(C(F)(F)F)c(N(C)C)c(OC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.42973107,-8.3428581,-0.53192829,379.18
579,BTZ-Neutral-wb97xd-1579,CSc1c(N(C)C)c(C(F)(F)F)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,2.25180488,-8.1170151,-0.50411967,399.71
